关卡牌局代码,地形编号,开始次数,净过关次数,净胜率(%),ReplayCode,模拟胜利,模拟失败,模拟胜率(%),模拟平均步数,耗时ms,地形总牌数
5-9-6-10-1808414602,200012,3612,1975,54.68,DclBFYBQCATA/bCw4NkAprCCfexhAsNYwiI+C+hch+s03+d+LO+FYTAnIwFVRQogImnV1ZbqMHraCElglf858Gwf,194,6,97.00,54.0,155,54
7-2-2-14-1164975412,100034,3515,1845,52.49,DYg7FYBAEMRmdvb+R40lGjSgBh04oMIMHVLYvJci8W357vfazmdHQBghN8EZBnJF0eKbiYnI2UtNrZehMUtPaD5rzWKj9WETx/oD,174,26,87.00,72.0,336,72
6-9-5-12-668183108,100026,3508,1865,53.16,DcoxFYAwDATQy/WaNC0CEMDEwIgjZgTgExs8HMCfv/ZpPpdnu98LxiJVwkGGN8ugqfchh5xIwGOMok62hpLV/4xj/QA=,199,1,99.50,54.0,149,54
3-3-4-12-1853324629,100010,3386,1963,57.97,Dcq5DYAwEATA83279lEPEoWQ0wsREpWQQoE4HGl8XY7tPr9nv6SpeaQlaJ0xMAhgBGuSyebCNGivUswl3pAUfX8=,195,5,97.50,54.0,189,54
9-4-2-11-1636050657,100009,3380,2678,79.23,Y9Hi2n4++ryoVGg2AwMjEwMzIwsrCysTEwsDIxs7AwMrGxMHGyMDOzsTM0iOgYOTg5OTkWG2BAA=,200,0,100.00,42.0,90,42
9-5-9-12-1367215434,200007,3328,1737,52.19,BcE5EYAADATAfJcXIxhgBhtooaVCGw1C0MGu7ct1vPe3bg+xqAHwUEkIU2l7VwHZ1dBKhkgoejJt2jWnLEiIzx8=,185,15,92.50,57.0,172,57
6-5-6-12-1759135965,100026,3313,2114,63.81,DcjBEYAwCATAA44QiAVYgOP48mlbFmCftuHYge5zeUzzuTz7/V4QNZIOU2uGFj0rPUZnhgFasGSQ8lfQJXOwGtbtAw==,198,2,99.00,54.0,162,54
7-5-8-9-2037095272,100009,3309,2869,86.7,Y9Hi3H4++ryoVGg2AwQwMjEzMLCwsjGxsLAxsrGzM7MwMjExsTOyMrJyMHIwM7FwsDB4HQIA,200,0,100.00,42.0,73,42
2-8-9-13-974351898,200012,3294,1282,38.92,DclBEYAwDATAa3OXpO0XAahAWH0wCEAMJnCCAfrcWR5je+957t+DUo00uTOCgFLVWs9S0IzVSUhrJVtGsPeUY1w/,142,58,71.00,54.0,178,54
6-7-1-14-484149411,100026,3231,1733,53.64,DcYxEYBADATA/F/u8gkGEMAMHSW2EIBPahwwOICt1vdpPpZnu97TWgfgdAWHSCjVoBoQi5bZqOoudNJ9IP5a2Hp/,199,1,99.50,54.0,223,54
9-5-3-12-529092644,100026,3129,2369,75.71,BcFBEYAwDATAy13StMEAAnjz7BdJCMASerDB4IBdn8t6bu/+fBeMpCSDQLdo2a1181EpMYxiqxHKBHoqhxdB3McP,200,0,100.00,54.0,165,54
6-1-7-12-1460536077,200015,3076,2177,70.77,YzHjVPeYcqXATleLgREEmRgZmRlYGBhY2RjZmViY2Jg4GBmYGZjYGNmYgFwWFlY2ZjYODlY2FgagCBs7O4PKQgA=,195,5,97.50,54.0,361,54
3-7-6-10-1011770516,200003,2887,2178,75.44,Y9HiMjo2L70p+KILAyMTExMDAzMLEwMrGzsbBzsrBysHJwcDJxMDIwsnMytQgJWNmYOFkYlBYwIA,195,5,97.50,42.0,68,42
2-5-6-13-112814722,100010,2865,1331,46.46,DcqxDYAwDATAz8fx2wnzIDEIPR2DUCExCTWzUcPVZ/O0Ldfx3OsJFFYaGuDycKV6SKOPhIhW5dZHobtYkhaqf8W7fw==,168,32,84.00,54.0,141,54
4-8-9-10-449956610,100002,2820,2479,87.91,Y1HntDrKMfF9W+RuBkYmZhZWNmZ2NnYWDiYmNiCfjY2RhQnIY2XhYGFiYmUGiTLcOQkA,200,0,100.00,39.0,71,39
1-2-4-14-556491290,200010,2786,1583,56.82,DcOxEYAwDAQwJ7HfydsMRJGS5ViDaaiYgTGoAN1J12V75nHd7ylFqjQthvr3PkAAVs0iCAZH0+5MBiIzQKNT+2gi+wc=,157,43,78.50,57.0,261,57
8-1-7-10-1113274906,200012,2599,1855,71.37,YzHjELkyu6hX4fN+BkYmJiZGRmYWZgZWNiY2BnYWZmYGIGZhZQTKMLADSSCbhZmNgY2JhZmRhY2JnZGNhSH5EAA=,200,0,100.00,54.0,237,54
2-8-1-11-914433613,100008,2584,1983,76.74,Y9HikF5it/it5dZKBkYmZgYWFlYGBgYWEM3Gzs7Oys4KZDODCCZGBjZ2VkYmdjZmhnUWAA==,200,0,100.00,42.0,100,42
4-9-6-8-1331527505,100009,2574,1776,69,BcE5AYBADATAzT4JBmgQQIEfKiQgEBlniRlf27eetR/3C6CKoBzEYDc5xTQlxXbM0SjEWT8=,200,0,100.00,42.0,97,42
3-6-3-13-2135051854,100034,2555,1416,55.42,FcexDYAwDATAj/2OnTiMhZSGsZiDDahYho4xKBHXHefynPcx92tDEaURNJhK9RCauv2FsSm7ZA21BOjDNWpBwqX1wYzI6C6jZcG7fg==,193,7,96.50,72.0,285,72
2-2-4-6-516912024,100006,2546,2255,88.57,FchLCYBAAAXA9zWMGWy0fcxhA7GEsD28CuIcJ+tynM9493mDEEHZSh3CdWtVrPBX3KAmru0D,200,0,100.00,42.0,111,42
6-5-8-8-177839705,200003,2527,2025,80.13,BcExAYAwEAPApMnnccHOiAYcIAIf9QFy2HHEnbdlf59rnt8BDsEqOmQpYtROAoCyW5JH1wDW+wc=,200,0,100.00,42.0,101,42
4-2-1-11-366039763,200007,2517,2187,86.89,FckxEYBADATAu1zy+Q9KMMAMNvBDhRsk0NMgBB0M266v0749xzsvN0AjIQEywcwpRUswWxfZxj9J8559RA1GlWU6zusD,200,0,100.00,57.0,224,57
4-8-2-11-416714199,100040,2512,1792,71.34,BcExAYBADAPAtEn7LWpYcMCOgpeBGjQw4QcDmOBO6/Lu2/GdzwTMKcoigwCVCsskNcQc1T0EMuVeXQKu+wc=,195,5,97.50,48.0,295,48
3-9-1-10-1437898536,100010,2489,1836,73.76,FcqxDYBADAPAOHYcJkJiEHp2oUJiEmqGo0I85UmnedqWc7+v9QgkxUIJNOyWBNkACRSbwfxDj+JUkAPxvB8=,200,0,100.00,54.0,287,54
7-9-3-22-1134896836,100061,2471,1171,47.39,Fci5EQIxDABAfZblX7ap6Iq5DLogpAkiZmgH+mHYcOW8PD7X7/t5fwEiASAxIYJA0MjMgAGN1FIuEVNt1A24I2XNPYzhZa49E/jaRdxhilhU1iwqZq2O5SbbvIr9L2uD2/ED,197,3,98.50,102.0,936,102
9-2-1-10-992417545,100008,2456,2288,93.16,DcQxAYBADATBvVwSROCAipYGNZhAD28BWXjgp5jclnWcz3e8N4KwZxKpwmEhZYSrjbqzQAH79QM=,200,0,100.00,42.0,139,42
4-4-3-19-169896340,100063,2417,778,32.19,BcG5EQIxDABA/fKnk22GoogISZmhGzI6oCoiirldeV3+v9v98fy8AYkFlVjNRUpt5gpNSi8yojQ/UoSLOBiDzlTEY84DYxF0cbXOPhRyRWwauanusSplDiwjQs2U4fo9AQ==,150,50,75.00,99.0,1032,99
3-6-5-7-1300720893,200004,2385,1912,80.17,Fci7FUBQFETR+dy5IhI1yPUoVpM2SNTiic5ep/bp3eb1PJ4FFAiXEiBqJHaPtNMlNsSxEvpX4b4+,200,0,100.00,48.0,215,48
7-1-2-18-283465020,100041,2377,1807,76.02,Dcq7FYAwDANAS7IT58MWLAIVQ8KUPHpy9fm13cL5vfthCwjIKIKUmVyKKPJaHG4lV0kiWwfHTLqjMaz2ntCYamPWtHh+,200,0,100.00,72.0,348,72
3-3-7-14-337412540,200007,2341,1032,44.08,DcS5DYAwEATAPe/Ze34oBJEj0Qb9EFEbCYUgyoAJxrfp2O/zmdcLlkDPRVEbRLUMmhhAqJuUGsHKVMboDg799ZJVsbwf,182,18,91.00,57.0,141,57
1-8-6-10-493415321,100040,2318,1660,71.61,YzHguOdi6v+6dHMsAyMDEzMLEyszAwMLExMzAxAzMjAwMDOxsTCwsTIys7GwMLGwMbOzsrMzswFFGYoiAA==,200,0,100.00,48.0,378,48
5-2-2-10-306512679,200012,2317,1222,52.74,Dcc7FYBADATATbL5USMAFQjDxyk4MRRYwAkGuDfV8Nz2d17j+G5AdDE6gkklV6tNJJwQdKm4pkAzG6hUywDm8wM=,165,35,82.50,54.0,207,54
6-3-7-14-15122547,100026,2288,830,36.28,BcFBEYAwDATApLk2ybX8EdA3T2whAA1YQQ42GBywi31Zj/luz3eKFoOhNg9LZaAH1UiCYbQc4VG7oAwOtuIpHa3Kdf8=,129,71,64.50,54.0,116,54
8-1-7-10-1122611271,200012,2224,1147,51.57,DcpJEYAwEATAubJBAALABMLwgYKIwQQmeGOAPLuqcyzrM85r+25QpOQQjUX07igsQ4nBSM0pe44KPFnV8e4/,194,6,97.00,54.0,210,54
1-8-9-14-1416127145,200015,2181,1337,61.3,DcSrDYBQEATA2333pxASEiwSTS0oiqE0qkHBiNFtmo/7ufZ1EUCIoUYxeCRqgG7oZGl0mSt9IDX5F+2ulibv+QE=,198,2,99.00,54.0,208,54
3-6-1-11-94008267,200003,2180,938,43.03,Y9HiNDo2L70p+KILAyMTMwsLKxs7CyszMzMHCwOQw8DAwsrCzMHOyMbEwcDCzMDKxMbIzspgtwcA,169,31,84.50,42.0,82,42
2-2-1-15-1852844686,200007,2178,1239,56.89,Y7Hkqw061fxM0+woAyMTAzMLCysbAws7GwsQczCysnFycbOwMHLwcLKyM7AxsbAwcTAwcHFxM3DzcjIz8/LwMjDwsDFMkwIA,190,10,95.00,57.0,218,57
3-7-7-11-1316746172,200003,2159,1574,72.9,Y9HiMjo2L70p+KILAyMTMwsIMLCygQA7Bxs7JwsbKxsLAyMHMxMrOycHJwsTMxsjC8PXfQA=,200,0,100.00,42.0,111,42
9-9-4-15-854056714,200007,2088,605,28.98,DclBEYAwDATAS3rXNm0RggFmsIEfXmjjgwMMoIM+d5b7ch7P9a3bDfNEuZhFd7dSkxABqfXexVrgmssyKjAaU4sxacjvDw==,154,46,77.00,57.0,168,57
3-2-2-20-1589224852,500001,2076,1032,49.71,BcG5EQIxEARAPasZvasP59wLiACwCJcqqoiCKDiHbrnf3o/XdZyfn7HOS4CQAGPKpbaErCpsjdZHi8QavUC7AlIznRmhaO9awjSOmGOtMYV77W2e3z8=,200,0,100.00,78.0,300,78
2-8-3-8-837038233,100008,2028,1693,83.48,Y9HikF5it/it5dZKBgZGJmZmBiBiYQWRrGzM7GwMbKzMDExsLGzsjAwMQBkgxcbEMO8YAA==,200,0,100.00,42.0,138,42
9-5-3-12-1453237172,100026,2002,1130,56.44,DcVLDYBADAXAvv5bDCCAM8e1hQAMogAbgAM2mWR0LOuxPfv9nQTGJHOBiphHlrdmEQcETaDKgCWnGzqVIEzv9QM=,200,0,100.00,54.0,149,54
6-5-9-10-1675873812,200003,1912,831,43.46,Y9HiMjo2L70p+KILAyMTMwsLKxsjOwcjMxszEycrMycjMxMrBwsLAzsrIwsHKycrCzsjGwMzwyk/AA==,144,56,72.00,42.0,70,42
8-4-5-13-1227238515,100026,1830,579,31.64,BcG7FYAwDANAxVK+NtQZgJqStRgge7IGjw2407XN+3jP51tIRhGZKslQ2XoZlDdHDBkz0qD3VqmI4lUZ3Z3Y1w8=,200,0,100.00,54.0,115,54
2-9-7-14-73137766,100010,1825,1018,55.78,YzHjSbDsad6yKrSTgZGJmYWFmZGZkZWNjZmdnYMdhDm5uDnYWYGCDOysLCzcbEzMXJyczEzsQKVc3AxA4cLFAA==,200,0,100.00,54.0,189,54
9-6-6-5-359897715,100009,1811,1608,88.79,Y9Fi3X4++ryoVGg2AyMjAyMTAzMLExCyMDIzMTEzMjMwAElGJiYGFrAkCwszCwsDw/7tAA==,200,0,100.00,42.0,123,42
9-3-6-11-1601603057,200004,1807,200,11.07,BcG5DYBADARAr9c+PwgSdCWQ0yMxBSIhamHGzuU71v2+nk2gJEBT+mBkJVCZyeFsN3AkpCMaJYSpzPcH,28,172,14.00,48.0,131,48
3-9-4-10-1611515397,200012,1790,1066,59.55,BcExAYBADAPAtGm/KTMCUIEwRPyGAsQwYAEnGOAu9mV9r+PcvhvmZJBIIEcRSopKuarhqBFiJI09CqwmKg3z+QE=,199,1,99.50,54.0,240,54
4-3-7-12-229595959,200007,1788,1307,73.1,DcZBEYAwDATAS5q0vQQjGGCmNnCAEF5IQQsfhKCDvnZtLOf+Xt+6PRAt5mpWWwe1EXTGHHLiymiKjlqYEGaGREap2XHcPw==,199,1,99.50,57.0,187,57
8-1-7-18-411954126,100093,1756,216,12.3,Dcq5AQIxDARAaVeWrcd0QUhPUMN1dDENEJLSDg3AxGP3y/v2Op6f8yEKCmgmNqBUn+IkV/icK1IjLWJlhVRbd2ex2/9bc8Cwt4rKqNxGJrwioAJPqLtHpVy/Pw==,71,129,35.50,96.0,19131,96
4-3-6-9-641998791,200015,1690,1166,68.99,FcqxDYBAEANB373/bCpBQiIlJKYciiGmGkqgIJ5NZ7lN83G9574uiEBmI3t1WVUCmfXnLA4lg2q2NL7uoAHczwc=,200,0,100.00,54.0,338,54
3-8-9-11-1855175220,200004,1688,771,45.68,DcOxDYBADANAJ07iDxI0zEDPIkxFzTgMQ8MscNLFPr3bvF7ns8Cc9MgSRv8JuNpDEpAyNERyyMvDKnHcHw==,153,47,76.50,48.0,161,48
9-9-5-14-1792126750,200007,1684,1121,66.57,BcFJEYBADATASTJ7JxhYBRigChv44YUjPPBBCDro5r6cx3t96/YAohAzJs00zaWm1PqoIt57MzKamBBWYuhwp9YoWQHc8wc=,197,3,98.50,57.0,175,57
4-9-6-8-175372921,100009,1668,1319,79.08,Y9Hi2H4++ryoVGg2AyMDIyMTIxMzCxAwMjCxsjExsrKwsLMyMQOZTEws7OwsTGzMrKwsDPEdAA==,200,0,100.00,42.0,137,42
3-7-2-10-785463290,200007,1650,885,53.64,DcqxEYAwDANAyXIcm4YVaFmAu6zBPlTMRsMgzEGqb97Hcp3v/e3HA5po3kgHBLgkRE+ksgimMWWcYdIL3SLUvBzb+gM=,161,39,80.50,57.0,222,57
5-8-8-10-1503347691,200004,1645,1122,68.21,DcirEYBQEAPA3O8lxwwYPA5Pj2iqoCoMtcDKzWN693m9zmeBeSDLhhVIByqDHKSG/rIuhotdqaZJ2O4P,200,0,100.00,48.0,146,48
6-3-6-13-70881245,100026,1640,707,43.11,DcmhFYAwDAXAtEma9Pfj8aCRrMUA7MkaPCwKzp7t03ys93Y9p5Sq5t40snYHNHMUR2cjlY4hSsP/QEeJCmPIkOX9AA==,170,30,85.00,54.0,131,54
8-5-5-12-2026022116,100026,1611,1102,68.4,BcFLFYAwDATA3XyaNkEAAjj3xMMWAjCGEmzwcMCMHct6bu98vgsUBWnqxha96UCSPaOku2oxpRQQInNQwnOINez3Dw==,160,40,80.00,54.0,139,54
1-5-9-14-1372836591,200012,1609,587,36.48,YzHjFrkyu6hX4fN+BkYmZkYWVjZ2JlYGDjZ2dnZONiDJxsTKyMbBycEIxGycbCxs7IzMnFxcDIxcnMzs7BwsDCoJAA==,185,15,92.50,54.0,231,54
3-6-9-13-347808302,100010,1583,759,47.95,DcixDYAwDARAO7Hzb4d5kMge9OxChcQk1CzCRqQ7na3Lsd3n++yXaKnm7g10x0SQkarwDrKxmiCB0i0LolNQ58r4fg==,196,4,98.00,54.0,188,54
8-3-9-13-125831418,100010,1548,907,58.59,Fco7DYBQDAXQ277+iw8ckCCEHS9MJChhxgSuCGc+skz7eh3PvZ0gHsJQmBMiiVHGjHZFuUcl3DrtP6M6SsXMC+/8AQ==,200,0,100.00,54.0,135,54
4-2-2-11-1048614710,200012,1511,893,59.1,YzHjFrkyu6hX4fN+BkYmZkYmRjDJwsoAZDAxMbOxMzMxcHBysTIzcLKxMHMwMjEwsLKxcbGzcLFxsLNxMjLMYwcA,194,6,97.00,54.0,212,54
4-5-2-7-544909645,200015,1499,1115,74.38,Dci5DYBADAXRf9imFCQkUkJiWqCLTehkS9uCcDDBm7i2/Zlr3OcBkp0ER5bKQolOVRhlMCHKIWWSvdkGvvcH,200,0,100.00,54.0,381,54
4-8-8-14-1848178681,200012,1492,776,52.01,YzHjE7kyu6hX4fN+BkYmBmYWRlYGNiYmBnYOZhZOFmZWdi4ORm6gEAMHNycPDwcPLxcvLxc7AxsHAzcDBwcnBweDFxMA,196,4,98.00,54.0,170,54
6-7-5-13-1025027369,100026,1477,916,62.02,BcGxFYAgDAXA/ORDEsDeAagtXcsB3JMZ7Hxu4B3Pbb/me6zvFkDNlIXVQ5DaQHQmR02FRYS0Mbqp1xampRdauKznBw==,200,0,100.00,54.0,117,54
9-9-2-15-599285093,200010,1463,672,45.93,DcoxAYAwDATAT/Ntvg2GGBhRigFssIAGZDABNx/naX2W7brfA2ZAcdYW6oPMTKJ3jKo6LFW88D8tFZSIyEYDHdjPDw==,172,28,86.00,57.0,223,57
9-2-8-9-1955175113,100040,1425,993,69.68,DcYxFYAwEAPQJM3ddcELCw7YUYCMKsMPex8m6PS/9/6ex/WN5wZINcgKpukVSy47VQLDlUBjEFwAc/sB,200,0,100.00,48.0,464,48
9-2-8-9-475852910,100040,1416,540,38.14,YzHguOdi6v+6dHMsAwMjIxMzIxMTCysDGzsjOxM7kMHCxM7EyMzEwsTIAhRgZmBgY2EEqmNlY2BgaGIDAA==,175,25,87.50,48.0,385,48
3-2-5-12-919527696,100010,1402,576,41.08,DcG5DYBADARAv2d7TTUESFcIOb0QIVEJMQXCjG3LMe/zffaLWNR8hGRVAsgCuqpR+aPgFLehgoboMJfkINBcPw==,195,5,97.50,54.0,170,54
5-1-3-23-46216807,100086,1387,316,22.78,Dck5AcJAEADA/ff+NwpoocYZZjCCCSo84COZduR1/I/78/Z+fACJhdRc1MxRQyT2hJC51BgkldB6HHWk3nLJdTTIrXuelci0dca+djavfVXwNpRcRa5zR5x7CCrsCWoyFpIxG14Pv+8J,187,13,93.50,117.0,2663,117
5-2-8-6-210008701,100040,1383,930,67.25,YzFgu+di6v+6dHMsAyMDAxMTMxMTEwsjKwuQBAIgB0izAklmBiCPgYGBhZGRgZGRmZWBheE+HwA=,169,31,84.50,48.0,451,48
3-3-6-9-157850138,200007,1372,879,64.07,DccxFYBQDAPAtGnzgxQM8B428MOENhYMsDOgA267Wqd9u453Xk5EBqtT6GFKA1aSYYcixRw0O7JNFySU/sON5/4A,198,2,99.00,57.0,228,57
3-8-9-11-1991454686,200004,1363,694,50.92,YzHguqfKK9zbfJOPgZGJiZmZhZWNjZ2Bg42dmZmdjY2JE0iyc7CzsbIzsjNwsjAxcQAJNmY2RnZWBl87AA==,187,13,93.50,48.0,159,48
6-7-2-12-182340579,200004,1318,824,62.52,YzHguqfKK9zbfJOPgZGBkYmZhYmBgZWZiZWRiYWRjY2VjY2dASjAysbBxgkU4uTgYOcEKmNlBgqnRgEA,199,1,99.50,48.0,148,48
6-2-4-10-824060172,200012,1279,762,59.58,DcY7FYBADATA3XwuWWoE8BBBhyl8oAAxmMAJBmCqiW2an+s4l/cGYSDhtPibg9UAo1FqWbFpyLYh9/aQ0uUD6/4B,179,21,89.50,54.0,184,54
9-9-5-14-1336417582,200007,1266,64,5.06,BcFJEYAwEATA2cnk3uAjBqiKDfzwQgpa+CAEHXRrbefxXt/cHxgDRMVEgEQuQbG2ruStRo1SjeSAspdkrQPd8wgg1v0D,41,159,20.50,57.0,150,57
4-3-6-9-51158828,200015,1230,806,65.53,DcqxDYBADANAx28nYRIkJFrKrxHTMAyjMRBcfTqW9Xzee+4bAkEOmc5SlRMSXN1WqIlwB+sP5dZIsR3AvD4=,193,7,96.50,54.0,341,54
3-8-3-14-2006835512,100026,1230,637,51.79,BcFJEYAwEATAmeyRbLJU8YwA3jyxhQAMoBAbFA7o1mOZ5/buz3eBLKIGZy1s9OjA6DkaetJLAOJOmqLWVGsYIU7c6w8=,180,20,90.00,54.0,130,54
2-2-1-9-537723634,100002,1206,843,69.9,Y1HntDrKMfF9W+RuBkYmJmYWVlZmNnZ2Jg5GIACSDCzMbExM7ExMbKwsDIwcTIyMDO4VAA==,200,0,100.00,39.0,85,39
3-6-6-11-2022631346,100010,1195,601,50.29,BcG5DYBADARA7/o/+kGiEPLrhQiJSohJCOmMGVuXuV3Hc++ngFAlzEORQGUlAh7Q9iHhapF0eimTPaxjSMr3/g==,197,3,98.50,54.0,161,54
4-8-2-11-1673016249,100040,1185,468,39.49,YzHguudi6v+6dHMsAyMTEwMzCzMjCysbCwsTKzMzMxuQzc7CxMzMwsrBwcrOycHGClTAxMTCyc7JwHCkGgA=,192,8,96.00,48.0,313,48
3-1-3-11-431127941,100008,1175,1017,86.55,Y9Hikl5it/it5dZKBkYGBiZmZhYWVjYWRnZ2VkYmDg5OJg5mJiYGJjZOJgYGTlY2IMnEzsDA2gkA,200,0,100.00,42.0,101,42
9-9-4-15-2034530264,200007,1166,656,56.26,BcHBEYAgDATAS3KBELAQn3ycoQ378WVtfizEOtzl2q7zvb/9eCBqRooXraA6YOLRrDKjB0tLVVHx2noWG8PN+xCAmOsH,198,2,99.00,57.0,138,57
3-2-9-9-382342794,100010,1159,614,52.98,DYm5DYBAEMRmb2YfGkKiEAIyWjkRIVEJMQWyDuzAWpdze67v3W/YoDwSEllNR6pqSQkj4YwaPQaDDsqQOOYP,200,0,100.00,54.0,293,54
8-2-9-13-1782577181,100026,1137,772,67.9,DcVBEYAwDATAXC7pNcUAAnjzxBYCGNThARsMDmA/G9s078uz3u9hcBJgZPM0sdeoMYQGiBFe/926SBUoNlWq7Do/,200,0,100.00,54.0,186,54
9-3-7-8-912653007,200003,1126,617,54.8,Y9HiMDo2L70p+KILAyMTMyMTCyMTIxMrGxsTKzszKysLExsbKyMjIwMbUIaVnR2ohI2BieHgKwA=,199,1,99.50,42.0,133,42
2-3-8-12-1048448507,100010,1124,285,25.36,DcGxEYBACABBHo5/wH50LMTcXoycsRIjAwvUXeZpX6/jvbdTmhreGUREFgGRUVX5qyEFat5bQutuCikj5Vk+,132,68,66.00,54.0,205,54
2-7-9-12-1674609735,100010,1119,500,44.68,DcmxDYBADANAJ3GcPAPQswQSg9CzCxUSk1AzIFx7XKdju8/32S/A4AgHM6XqIS+OpqvhJKE2Z+iPCqVRRAPL/AE=,183,17,91.50,54.0,241,54
8-9-5-10-1190696301,100002,1116,722,64.7,Y1HnsjrKMfF9W+RuBkYmZhZWVjZ2Dk4OdnZmdk5mJiZmBjZGDjYWRhZmdlZ2TnZ2BnZmBu/5AA==,194,6,97.00,39.0,54,39
3-6-5-11-1411851161,200004,1107,519,46.88,BcGhFYAwEAPQNE3Tu/LAMEM9O6LxrIZhDxz/61jeue7X+WwoYJUa3RlmJ9KQholwc4nRq5HDVanihu/+AQ==,156,44,78.00,48.0,101,48
4-7-8-8-1536951209,100040,1103,680,61.65,BcFJAYMADATAbPYIcvjggH8V4AKU4QIRGKgJZrQu7779/td9FLopQ4DMYhL3yGoSjCbDBp32zLDqfD4=,197,3,98.50,48.0,397,48
7-9-9-14-721335329,200015,1094,570,52.1,Dci7CYBAEAXAd/vf+xjYhCCYGhrbjGAxlmZBOuHIPi3n897HtgIFBCZR87CsClZJa8Z9wGKM4jU5emZvnH9TFS+Yrw8=,192,8,96.00,54.0,131,54
6-8-5-15-718724937,200007,1080,263,24.35,BcHJDYAwDATAdbJxLjupgwaQ6ALRDy9q40MhSHTBDLd5Hs/1LusNCVGYqMhaUBtz7RTJJgIP6l2tjgS25p02hgYUjbEk7N8P,101,99,50.50,57.0,101,57
7-6-4-20-1459650687,100064,1080,311,28.8,DczBFQIhDADRBBICJCHAWoMHa7ElLcQ2tAiL8uBe5vTf0PPyfszX/XP7ASAinIUEkIlLLpwSUhasrRdSU6k+wptw7dyVzQ2smzfkGJOsj8YiXb01WPtgoDpiZT3WnvX84YbY2bGkmSSRjhPVslesGHD9/gE=,172,28,86.00,126.0,1946,126
8-5-2-16-1916087256,100084,1072,236,22.01,DYjLDcMwDMWePpZl2ZYzQBfrAsm9U3SL3IuO0cFqECBA6nl8P4/f63rfADGT6LYoo2xgbIK9Krm3KtxCrfTRprPuRJCmjrIwO8YKmYu0CIjSw80sXTIserWaCS1WcT//,191,9,95.50,102.0,3209,102
9-3-7-10-726934605,100040,1071,326,30.44,DcS7AUBAFATA3X3fU41EByKJCpShMv1IBZpggvF5utdlf8/rAEkZXIqsRvcQ9SdY9XBvlYGRFJlB4Nk+,149,51,74.50,48.0,279,48
3-5-7-10-117892677,100008,1064,665,62.5,Y9Hikl5it/it5dZKBkYmZhZWNkYQZGVjZWFnZGFhZGdh5eBgZudk42Ri4OBkYWNgYmVlZqj7AgA=,199,1,99.50,42.0,76,42
2-9-2-13-725874506,200012,1058,406,38.37,DcNbDYBADATAbbt9XO8XAagg6MIHChCDCZxgACYZbnN5ruNc3xuigIEO90h6VSg5SiS6ocgODwsHauS/ANKwzw8=,196,4,98.00,54.0,199,54
4-3-3-8-1447554851,100040,1048,724,69.08,YzHguOdi6v+6dHMsAyMjEzMLEwMrGzMDKxMTOzsbGyMjGxs7OwMLkMnKCmSyMLAyMzEzMgIJVgYG4SsA,198,2,99.00,48.0,340,48
6-3-7-13-1633948021,100026,1037,524,50.53,Dci7FUBQEAXA/dx9+1OARCYWaksBqtGUNhwdMOFgn+Zjfbb7PYlFAagN10AWolIswjUDxZWkrgUeXd2CP3MY0XJ9,165,35,82.50,54.0,158,54
6-7-2-12-1154149677,200004,1036,746,72.01,BcG5EYBADANAyY/OZgYSaiC/dqiHmKqogoRa2I25fMe639e7gTB6EMigBCqR6UqjMAq0LPUY3Q5GEefzAw==,197,3,98.50,48.0,161,48
3-8-8-11-687753464,100008,1034,739,71.47,Y9Hikl5it/it5dZKBkYmZhZWVhYGBkZGFgZGNnYWFg52Fg5WTjZmkBATJwsLJzsbEwsHM4NLGAA=,200,0,100.00,42.0,73,42
9-5-1-13-424334267,200015,1028,836,81.32,DcqxDYAwDATA9/sdxyyChERLE4macRiGDViJgUh50ulY1uv57nPfYKDTJEZriZ7u6sggakoOqzmUZDX3FGhhxHh/,200,0,100.00,54.0,231,54
6-9-1-10-987075014,100002,1025,816,79.61,Y1HnsDrKMfF9W+RuBkYmBmYWJlYmFjYmVlYGdiYGBlZWVkY2dlYGZnYGNmYWRlYGVgYmBq2TAA==,200,0,100.00,39.0,93,39
7-7-3-10-1354274236,200015,1014,788,77.71,DcrJCYBAEATAObrnMAMjEAS/+/QnGI7BGJoBud+iMJbtfr/nPHZRc3GHOyNpFEFR0WQqAROYwjtbo8Qqpulc1/oD,200,0,100.00,54.0,324,54
8-4-5-13-807838023,100026,1001,525,52.45,BcExAYAwDATA5D9tkrbsCOjMiC0EIA8P2AAccGf7sh7z2e7vFAVBtUJRQXVGNqJ11zpYSkLdkzEIq70bXdvwkPf6AQ==,200,0,100.00,54.0,116,54
9-1-5-15-1325389182,200007,997,883,88.57,DcJBDYBADATA7XavvStKMECCDfzwwhp8EIILEsiM1mnf7uOZlwtG+k8umNNaEMgeZO+jOEbCZRKjhasSjGrGMJzvBw==,200,0,100.00,57.0,202,57
8-2-9-13-1849649702,100026,993,653,65.76,Dcm7FUBQEAXAu/ftXyhRgFioFWUoQJ/acHTApKP7tJzrs93vBaEQGGouwnAJpsMrK6Iz6q8UUpEZgHa7DzMc8wc=,200,0,100.00,54.0,153,54
3-7-1-11-1953672257,200003,976,398,40.78,DchBAYAwDAPAtEmbzQpPNOAAEfhACHL444jd87TN/X2u+/wORAKgit02PJqDaMIdleIKQ1kBlH4=,190,10,95.00,42.0,80,42
